wallet,source_url,title,is_security_fix,silent_fix_prob,vuln_class,reason,mechanism
metamask-core,https://github.com/MetaMask/core/commit/05913ca0821407c3667b050719be439a20a0b522,devDeps: yaml@2.1.3->2.2.2 (#1274),0,0.05,none,"This is a third-party dependency bump in yarn.lock to fix a CVE, which per the threat model is not a security fix in the wallet's own code.",dependency-supply-chain
metamask-core,https://github.com/MetaMask/core/commit/c9bade59dae1148687dceb2fb3ec56916fc843b1,security: bump async@2.6.3->2.6.4 (#1228),0,0.15,supply_chain,"This is a third-party dependency bump (async@2.6.3->2.6.4) for a CVE, which per the threat model is not a security fix because the wallet's own code has no defect.",dependency-supply-chain
metamask-core,https://github.com/MetaMask/core/commit/54bb90f39801268ed8c0f87953a3ca9beffe4ba3,security: bump decode-uri-component (#1227),0,0.05,none,"This is a third-party dependency bump in yarn.lock for decode-uri-component and source-map devDeps; the wallet's own code has no defect, so per the threat model it is not a security fix.",dependency-supply-chain
metamask-core,https://github.com/MetaMask/core/commit/19bad3918a1fd7308eda39515c0043e33e8960bc,Use bl@1.2.3 (#62),0,0.05,none,"This is a third-party dependency bump to address a CVE, which per the threat model is not a security fix because the wallet's own code has no defect.",dependency-supply-chain
metamask-core,https://github.com/MetaMask/core/pull/1272,devDeps: bump json-schema and friends,0,0.15,none,This is a third-party dependency bump in yarn.lock for json-schema and related packages; the wallet's own code has no defect being repaired.,dependency-supply-chain
metamask-mobile,https://github.com/MetaMask/metamask-mobile/commit/dcabeb9384af3144df22004192a4cdb11989ed71,chore(runway): cherry-pick chore: allow list audit finding GHSA-378v-28hj-76wf cp-7.66.0 (#26441),0,0.05,none,This change merely suppresses a dependency audit finding (bn.js infinite-loop DoS) in CI config to unblock builds; it does not fix any defect in the wallet's own custody-relevant code.,dependency-supply-chain
metamask-mobile,https://github.com/MetaMask/metamask-mobile/commit/353ba9ec9a1c3e4dac752340e51a525bd85d0e59,chore(deps): suppress xmldom CDATA serialization audit advisory (#28235),0,0.05,none,"This only suppresses a CI npm audit advisory for a third-party dependency (xmldom) in config, without changing any wallet source code or custody-relevant logic.",dependency-supply-chain
metamask-mobile,https://github.com/MetaMask/metamask-mobile/commit/ca3f53526178aa0beef1b31f7d61136445c361d4,feat: bump axios to fix audit issue (#25853),0,0.15,none,"This is a third-party dependency version bump to satisfy an audit, not a fix to the wallet's own custody-relevant code.",dependency-supply-chain
metamask-mobile,https://github.com/MetaMask/metamask-mobile/commit/590dffaa738c8ee3b6dc7efde7d87e65a2f7210d,chore: Ignore ses advisory GHSA-h9w6-f932-gq62 (#14779),0,0.05,none,"This change merely adds an advisory exclusion to a config file for a third-party dependency CVE that the team explicitly determined does not affect the wallet, so it is not a fix to the wallet's own c",dependency-supply-chain
metamask-mobile,https://github.com/MetaMask/metamask-mobile/commit/901e29b02e19c5cdd8105916037a38a32e3c567f,fix: bump axios (#7758),0,0.15,none,"This is a third-party dependency bump (axios) to fix CI audit failures, not a defect in the wallet's own custody-relevant code.",dependency-supply-chain
metamask-mobile,https://github.com/MetaMask/metamask-mobile/commit/b5c2b9aef6ebf30bb6a4d77205a1c6a1e2381755,fix: depcheck@^1.4.5->^1.4.7 (#7531),0,0.05,none,This is a dev-tool dependency bump (depcheck) and yarn.lock deduplication of babel packages; no wallet source code or custody-relevant subsystem is touched.,dependency-supply-chain
metamask-mobile,https://github.com/MetaMask/metamask-mobile/commit/985145b006dd827b358ed2292c3e6a6fa50a7dd6,fix CVE-2023-25166 by resolving @sideway/formula to 3.0.1 (#5739),0,0.25,supply_chain,"This is a third-party dependency version bump to address a CVE in @sideway/formula, not a fix to the wallet's own custody-relevant code.",dependency-supply-chain
metamask-mobile,https://github.com/MetaMask/metamask-mobile/pull/1309,Use ethereum-ens-network-map@1.0.2,0,0.1,none,"This is a third-party dependency bump in yarn.lock, which is explicitly excluded from being considered a security fix in the wallet's own code.",dependency-supply-chain
metamask,https://github.com/MetaMask/metamask-extension/commit/c164a384167f07a40ac27c940d8f1ad6cb8fced3,fix: clear the postcss advisories cp-13.42.0 (#44865),0,0.15,none,"This is a third-party dependency bump/patch for postcss advisories, not a fix to the wallet's own custody-relevant code.",dependency-supply-chain
metamask,https://github.com/MetaMask/metamask-extension/commit/6c9b8b51ec0148a75ae305c87070a4b3e60c6def,bump: fast-xml-parser to fix yarn audit (#40980),0,0.15,supply_chain,This is a third-party dependency bump to fix a CVE in fast-xml-parser; the wallet's own code has no defect and no custody-relevant source code is changed.,dependency-supply-chain
metamask,https://github.com/MetaMask/metamask-extension/commit/3fc2adac872ccb61ade2f3e42216b3de1f311631,devdeps: resolve-url-loader@3.1.2->3.1.5 (#18183),0,0.05,none,"This is a dev/build dependency bump (resolve-url-loader, loader-utils, postcss) for CSS build tooling; it does not touch any wallet custody, signing, or runtime code path.",dependency-supply-chain
metamask,https://github.com/MetaMask/metamask-extension/commit/bcfda8b11c02652e529f12422d84e01730fa1b37,devDeps: degenerator@3.0.1->3.0.4 (#19178),0,0.15,none,This is a devDependency version bump in yarn.lock for degenerator/vm2 CVEs; the wallet's own code has no defect here.,dependency-supply-chain
metamask,https://github.com/MetaMask/metamask-extension/commit/576eee7adf592f33f124631ad94474c7467020d5,"devDeps: eslint@8.14.0,8.20.0->8.36.0  (#18748)",0,0.05,none,"This is a dev dependency bump for eslint (a linter) with patch consolidation; it does not touch wallet key, signing, approval, or transport code.",dependency-supply-chain
metamask,https://github.com/MetaMask/metamask-extension/commit/bdf32199d159958352cca4f8f423bb2efd6d1f86,devDeps: yargs@7.1.1->7.1.2 (#19057),0,0.05,none,This is a third-party dependency version bump in yarn.lock for yargs/yargs-parser; the wallet's own code has no custody-relevant defect.,dependency-supply-chain
metamask,https://github.com/MetaMask/metamask-extension/commit/dc580c1cf1e30a19bb4ca29654c392db62ecfc6d,devDeps: squirrelly@^8.0.8->^9.0.0 (#19113),0,0.3,none,"This is a third-party dependency version bump (squirrelly 8→9) to pick up a CVE fix, but the wallet's own code has no defect being repaired here.",dependency-supply-chain
metamask,https://github.com/MetaMask/metamask-extension/commit/00607d2298c3aaa479129d2a6e5326ea64fead2d,devDeps: socketcluster-client@14.3.1->14.3.2 (#19055),0,0.1,none,"This is a third-party dependency bump (socketcluster-client and transitive deps like ws) to address a CVE, which the wallet's own code has no defect in.",dependency-supply-chain
metamask,https://github.com/MetaMask/metamask-extension/commit/924df55e8938061848df8747b607eff08fcef97a,devDeps: pretty-error@2.1.1->2.1.2 (#18868),0,0.05,none,"This is a third-party dependency bump (pretty-error) for a CVE, which per the threat model is an ordinary change since the wallet's own code has no defect.",dependency-supply-chain
metamask,https://github.com/MetaMask/metamask-extension/commit/d3026e7338fd376e0bf07a785846988d9421ef93,devdeps: webpack@5.75.0->5.76.2 (#18182),0,0.15,supply_chain,"This is a third-party dependency version bump in yarn.lock for webpack; per the threat model, bumping a dependency—even for a CVE—does not fix a defect in the wallet's own custody-relevant code.",dependency-supply-chain
metamask,https://github.com/MetaMask/metamask-extension/commit/b4fc0bddd290d7e88a108cf8b811242c53f2b136,devDeps: bump @storybook/* (#18832),0,0.05,none,"This is a devDependencies bump in yarn.lock for Storybook and copy-webpack-plugin, not a change to the wallet's own custody-relevant code.",dependency-supply-chain
metamask,https://github.com/MetaMask/metamask-extension/pull/18830,devDeps: bumps source-map related dependencies,0,0.05,none,"This is a third-party dependency bump (source-map and related packages) in yarn.lock and a LavaMoat build policy file, with no changes to the wallet's own custody-relevant code.",dependency-supply-chain
metamask,https://github.com/MetaMask/metamask-extension/pull/17106,fix audit failure for luxon by upgrading,0,0.05,none,"This is a third-party dependency bump (luxon) to clear an audit advisory, not a fix to the wallet's own custody-relevant code.",dependency-supply-chain
metamask,https://github.com/MetaMask/metamask-extension/pull/14841,Update `protobufjs` and remove obsolete advisory exclusion,0,0.05,none,"This is a third-party dependency bump to address a CVE, which the wallet's own code has no defect in.",dependency-supply-chain
metamask,https://github.com/MetaMask/metamask-extension/pull/13301,Add resolution for follow-redirects,0,0.15,supply_chain,"This is a transitive dependency resolution bump for an analytics library's axios/follow-redirects chain, not a defect in the wallet's own custody-relevant code.",dependency-supply-chain
metamask,https://github.com/MetaMask/metamask-extension/pull/9349,Use bl@1.2.3,0,0.05,none,"This is a third-party dependency bump to address a CVE, which per the threat model is an ordinary change, not a security fix in the wallet's own code.",dependency-supply-chain
metamask,https://github.com/MetaMask/metamask-extension/pull/8272,Remove http-server dependency,0,0.15,supply_chain,"This is a dependency removal in package.json/yarn.lock, not a fix to the wallet's own custody-relevant code.",dependency-supply-chain
metamask,https://github.com/MetaMask/metamask-extension/pull/7960,Update checks for ENS network support,0,0.1,none,This is a dependency bump and import refactor for ENS network maps that the description explicitly states is not impacted by the referenced CVE.,dependency-supply-chain
metamask,https://github.com/MetaMask/metamask-extension/pull/41321,release(runway): cherry-pick bump: serialize-javascript to 7.0.5 for yarn audit cp-13.25.0,0,0.05,none,"This is a third-party dependency bump for a DoS CVE in a build tool, not a fix to the wallet's own custody-relevant code.",dependency-supply-chain
metamask,https://github.com/MetaMask/metamask-extension/pull/42098,release(runway): cherry-pick bump: fast-xml-parser to fix audit cp-13.28.0 cp-13.29.0,0,0.15,none,"This is a third-party dependency bump (fast-xml-parser) and license/attribution text update, not a fix to the wallet's own custody-relevant code.",dependency-supply-chain
metamask,https://github.com/MetaMask/metamask-extension/pull/40328,release(runway): cherry-pick chore: Resolve multiple advisories cp-13.20.0,0,0.05,none,"This is a dev-only dependency bump in yarn.lock/attribution.txt to resolve upstream advisories, with no change to the wallet's own custody-relevant code.",dependency-supply-chain
metamask,https://github.com/MetaMask/metamask-extension/pull/41294,release(runway): cherry-pick chore: audit brace-expansion cp-13.25.0,0,0.05,none,"This is a dependency bump (brace-expansion) and attribution/license file update, not a fix to the wallet's own custody-relevant code.",dependency-supply-chain
monero,https://github.com/monero-project/monero/commit/c27d96129e262025ee6be62c9479d8b284bfbeb8,[depends] update openssl to 1.0.2r,0,0.15,supply_chain,"This is a third-party dependency version bump (openssl 1.0.2q to 1.0.2r) with no change to the wallet's own code, which per the threat model is not classified as a security fix even though the depende",dependency-supply-chain
monero,https://github.com/monero-project/monero/pull/9642,depends: unbound: update to 1.22.0,0,0.1,none,"This is a third-party dependency version bump for unbound, which is explicitly classified as an ordinary change even if it fixes CVEs.",dependency-supply-chain
monero,https://github.com/monero-project/monero/pull/9641,depends: expat: update to 2.6.4,0,0.15,none,"This is a third-party dependency bump (expat to 2.6.4) with no change to the wallet's own code, which the threat model explicitly classifies as an ordinary change.",dependency-supply-chain
